species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,provisional_status
Chaetodon auriga,0.0034046,-8.425117803,0.348362814,-8.181416464,27.39764881,0.003628404,0.344819728,1834.819138,1853.870056,,8.154850373,tropical,Vertebrate,Actinopterygii,35,23,non-endemic,Least Concern,Not applicable,8/10/2009,increasing,Least Concern
Chaetodon citrinellus,0.00331445,-8.00393247,0.356994244,-8.234917466,26.94381624,0.003595323,0.29549409,961.4986406,979.1393402,,7.930578496,tropical,Vertebrate,Actinopterygii,36,13,non-endemic,Least Concern,Not applicable,8/10/2009,increasing,Least Concern
Chaetodon flavirostris,-0.003695277,5.935820348,0.293098198,-21.62013819,7.619252168,0.003512449,0.461565039,1959.285639,1978.161692,,-8.15675249,tropical,Vertebrate,Actinopterygii,20,20,non-endemic,Least Concern,Not applicable,8/10/2009,declining,Least Concern
Chaetodon kleinii,0.038688327,-79.54362919,4.07E-15,96.4843903,202.3002349,0.004773313,0.328083662,1148.421293,1165.520341,***,143.7155665,tropical,Vertebrate,Actinopterygii,61,15,non-endemic,Least Concern,Not applicable,7/10/2009,increasing,Least Concern
Chaetodon lineolatus,-0.004765618,8.00686734,0.247397795,-25.56567377,7.873401524,0.004110818,0.152709601,191.6702114,205.9891307,,-10.39261213,tropical,Vertebrate,Actinopterygii,171,30,non-endemic,Least Concern,Not applicable,8/10/2009,declining,Least Concern
Chaetodon lunula,0.009397093,-20.25850623,0.028260048,2.441151558,50.47605973,0.004260103,0.203214208,218.4467341,232.9715812,*,24.15692023,tropical,Vertebrate,Actinopterygii,30,20,non-endemic,Least Concern,Not applicable,5/10/2009,increasing,Least Concern
Chaetodon lunulatus,-0.014946459,28.95306356,9.34E-04,-42.11198608,-13.20750563,0.004487162,0.334598744,919.2981952,936.4347318,***,-29.1180903,tropical,Vertebrate,Actinopterygii,20,14,non-endemic,Least Concern,Not applicable,7/10/2009,declining,Near Threatened
Chaetodon melannotus,0.010890968,-23.0232925,0.013419006,5.434993516,56.61544279,0.004384004,0.526046679,795.1108736,811.1461263,*,28.50193849,tropical,Vertebrate,Actinopterygii,20,18,non-endemic,Least Concern,Not applicable,8/10/2009,increasing,Least Concern
Chaetodon mertensii,0.005854889,-13.02940195,0.214770165,-7.486947558,41.54507544,0.004711611,0.308030946,712.8092842,729.008218,,14.43236862,tropical,Vertebrate,Actinopterygii,120,12.5,non-endemic,Least Concern,Not applicable,9/10/2009,increasing,Least Concern
Chaetodon pelewensis,8.68E-05,-1.197946711,0.985045774,-18.68348383,23.46869958,0.004627078,0.374182157,849.7636282,866.3145364,,0.200022483,tropical,Vertebrate,Actinopterygii,30,12.5,non-endemic,Least Concern,Not applicable,7/10/2009,increasing,Least Concern
Chaetodon plebeius,-0.021660355,42.72281064,5.05E-09,-48.49161798,-28.39967641,0.003648972,0.508346757,1235.68161,1253.583341,***,-39.27095571,tropical,Vertebrate,Actinopterygii,10,15,non-endemic,Least Concern,Not applicable,9/10/2009,declining,Vulnerable
Chaetodon trifascialis,-0.012699917,24.31351838,0.001666572,-37.75263758,-10.48811431,0.004024557,0.45934429,1709.410364,1728.068,**,-25.35498148,tropical,Vertebrate,Actinopterygii,30,18,non-endemic,Near Threatened,Not applicable,6/10/2009,declining,Near Threatened
Chaetodon unimaculatus,-0.029430517,57.94818706,4.47E-06,-61.7413925,-32.59990742,0.006273874,0.244658523,413.6018277,428.0689121,***,-49.21975101,tropical,Vertebrate,Actinopterygii,60,20,non-endemic,Least Concern,Not applicable,9/10/2009,declining,Vulnerable
Chaetodon vagabundus,-0.012337419,23.51006181,0.009220094,-39.10768196,-6.955840507,0.004697194,0.204001934,278.9770324,293.0628761,**,-24.72932476,tropical,Vertebrate,Actinopterygii,30,23,non-endemic,Least Concern,Not applicable,9/10/2010,declining,Near Threatened
Cheilinus chlorourus,0.023566257,-48.4598723,5.59E-05,32.56365078,123.3061462,0.005777561,0.499693318,795.769059,811.7548673,***,72.05312546,tropical,Vertebrate,Actinopterygii,30,45,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Cheilinus trilobatus,0.010458222,-22.11463002,0.058865514,-0.81255923,63.19534366,0.005516711,0.37580834,596.6582117,612.3765683,,27.22786048,tropical,Vertebrate,Actinopterygii,30,45,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Cheilio inermis,0.002892106,-7.552387714,0.40445996,-8.593410641,24.98693171,0.003466571,0.215161286,866.4487448,884.1156739,,6.886056818,temperate (warm),Vertebrate,Actinopterygii,30,50,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Cheilodipterus macrodon,-0.004969624,9.234501245,0.56095851,-39.31969718,31.08704642,0.008533627,0.512006543,335.2637792,348.8744888,,-10.81254756,tropical,Vertebrate,Actinopterygii,40,25,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Cheilodipterus quinquelineatus,0.050354967,-101.7838713,3.58E-08,112.5274429,378.2823179,0.008986627,2.583232741,1551.816628,1568.495071,***,218.8230199,tropical,Vertebrate,Actinopterygii,40,13,non-endemic,Least Concern,Not applicable,5/02/2021,increasing,Least Concern
Chirodactylus spectabilis,0.0127768,-27.2319855,5.43E-29,27.57958511,41.17402969,0.001121797,0.3558731,3257.171056,3279.067875,***,34.20478433,temperate (cool),Vertebrate,Actinopterygii,50,100,non-endemic,Least Concern,Not applicable,29/11/2023,increasing,Least Concern
Chironemus marmoratus,0.021245653,-44.02852636,1.23E-06,34.22535411,98.18851984,0.004317527,0.47909287,714.9204145,731.2309835,***,63.10096338,temperate (warm),Vertebrate,Actinopterygii,20,40,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Chlorurus microrhinos,0.006947519,-15.19525516,0.280094082,-12.19049154,56.82266905,0.006425304,0.452025305,1188.643791,1205.817468,,17.34786527,tropical,Vertebrate,Actinopterygii,35,70,non-endemic,Least Concern,Not applicable,16/09/2009,increasing,Least Concern
Chlorurus sordidus,0.023743995,-48.01800981,2.02E-10,46.28055875,104.0296524,0.003686463,2.074916525,3116.106255,3135.408095,***,72.75870905,tropical,Vertebrate,Actinopterygii,50,40,non-endemic,Least Concern,Not applicable,16/09/2009,increasing,Least Concern
Chromis atripectoralis,-0.01428162,29.31222028,0.200910409,-56.48423436,19.04768914,0.011150061,7.508557957,2172.411975,2189.132041,,-28.02464768,tropical,Vertebrate,Actinopterygii,29,12,non-endemic,Least Concern,Not applicable,11/07/2022,declining,Near Threatened
Chromis chrysura,-0.015551435,31.50123154,0.381141874,-68.54287642,55.32891145,0.017692501,3.569182216,667.8800263,679.7314048,,-30.09863547,tropical,Vertebrate,Actinopterygii,45,14,non-endemic,Least Concern,Not applicable,1/08/2021,declining,Vulnerable
Chromis hypsilepis,-0.003972723,8.105614493,0.040330678,-16.37735174,-0.408648916,0.001936202,4.256310345,7734.77323,7757.102147,*,-8.741616707,temperate (warm),Vertebrate,Actinopterygii,40,16,non-endemic,Least Concern,Not applicable,17/11/2010,declining,Least Concern
Chromis kennensis,0.085008154,-172.2918868,3.59E-20,375.8047258,953.7420959,0.008808978,2.243614332,2021.49555,2038.029143,***,608.0787167,temperate (warm),Vertebrate,Actinopterygii,40,16,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Chromis ternatensis,0.0232039,-46.78620303,0.269485324,-33.61430718,338.5342448,0.020916941,2.775215649,525.0389263,536.8622345,,70.62356128,tropical,Vertebrate,Actinopterygii,15,10.5,non-endemic,Least Concern,Not applicable,3/02/2021,increasing,Least Concern
Chromis viridis,-0.08388022,168.6456447,1.87E-08,-92.47986837,-72.06361761,0.014539673,3.263641435,1323.802854,1339.106855,***,-85.50568136,tropical,Vertebrate,Actinopterygii,12,8,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Critically Endangered
Chromis weberi,9.52E-04,-3.025985125,0.900611928,-27.51555504,44.14615086,0.007616421,0.711511969,600.5785381,614.1711889,,2.217189055,tropical,Vertebrate,Actinopterygii,40,13.5,non-endemic,Least Concern,Not applicable,3/02/2021,increasing,Least Concern
Chrysiptera flavipinnis,0.01903597,-39.99006481,0.117124161,-10.20779308,167.5967017,0.012098235,0.926686731,840.4890257,854.0453126,,55.00999454,tropical,Vertebrate,Actinopterygii,38,8,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Chrysiptera notialis,0.01838616,-36.62224735,5.70E-07,29.72466228,79.76314571,0.003614304,3.279140055,1250.690238,1266.926731,***,52.70793486,temperate (warm),Vertebrate,Actinopterygii,45,9,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Cirrhilabrus punctatus,-0.008118129,15.21697053,0.399311596,-46.27452971,28.07288652,0.009624589,1.149015262,2423.960506,2441.640486,,-17.0495566,tropical,Vertebrate,Actinopterygii,32,13,non-endemic,Least Concern,Not applicable,25/03/2009,declining,Near Threatened
Cirrhitichthys aprinus,-0.022837298,45.00996834,8.27E-05,-54.36045978,-23.4557137,0.005728971,0.643655458,642.3934117,657.7209416,***,-40.89461925,temperate (warm),Vertebrate,Actinopterygii,30,13,non-endemic,Least Concern,Not applicable,3/03/2015,declining,Vulnerable
Cirrhitichthys falco,0.045460124,-92.57181352,1.72E-06,87.67586394,332.3087735,0.009244701,0.729163291,525.6498768,539.3847648,***,184.8401702,tropical,Vertebrate,Actinopterygii,46,7,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Cirripectes chelomatus,0.013197037,-27.34096535,3.05E-05,17.74021106,55.96096738,0.003114626,0.432497746,182.777945,197.6063861,***,35.50969418,tropical,Vertebrate,Actinopterygii,16,12,non-endemic,Least Concern,Not applicable,24/03/2009,increasing,Least Concern
Cirripectes filamentosus,0.034245313,-69.8120587,1.17E-05,55.89833624,210.5022762,0.007633388,0.675019924,381.4791419,395.0898515,***,120.0154273,tropical,Vertebrate,Actinopterygii,20,9,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Cirripectes hutchinsi,0.009504238,-19.84636771,0.020825508,3.612051157,49.51146101,0.004062937,0.998534464,649.1648813,664.539059,*,24.46360571,temperate (warm),Vertebrate,Actinopterygii,22,10.6,non-endemic,Least Concern,Not applicable,24/03/2009,increasing,Least Concern
Coris aygula,-0.005032474,9.017230782,0.246008134,-26.75473956,8.285672176,0.004331495,0.502620479,948.9052709,965.1042048,,-10.94152337,tropical,Vertebrate,Actinopterygii,30,120,non-endemic,Least Concern,Not applicable,12/04/2008,declining,Least Concern
Coris batuensis,-0.113918622,229.2266756,5.47E-08,-97.04797389,-82.15537725,0.019933713,1.328966122,657.3316969,669.9216748,***,-92.74205316,tropical,Vertebrate,Actinopterygii,34,17,non-endemic,Least Concern,Not applicable,22/02/2009,declining,Critically Endangered
Coris dorsomacula,0.015985168,-33.73799745,0.001745636,14.91953361,81.68099532,0.005074472,0.358028989,1004.70224,1021.165809,**,44.49462014,temperate (warm),Vertebrate,Actinopterygii,40,20,non-endemic,Least Concern,Not applicable,21/02/2009,increasing,Least Concern
Coris gaimard,-0.006029078,10.80034479,0.523195864,-43.10897514,33.16027728,0.009421881,0.248917647,238.1826581,250.4076413,,-12.96193565,tropical,Vertebrate,Actinopterygii,50,40,non-endemic,Least Concern,Not applicable,21/10/2008,declining,Least Concern
Coris picta,0.009030277,-19.61154214,0.011900429,4.726517272,44.72676999,0.003584051,0.602653538,2816.828934,2836.719359,*,23.11267432,temperate (warm),Vertebrate,Actinopterygii,25,25,non-endemic,Least Concern,Not applicable,13/02/2009,increasing,Least Concern
Coris sandeyeri,0.016176163,-34.44014716,2.53E-09,28.68691891,63.67745151,0.002664703,0.1894706,668.448888,685.3471217,***,45.13148153,temperate (warm),Vertebrate,Actinopterygii,60,25,non-endemic,Least Concern,Not applicable,12/04/2008,increasing,Least Concern
Ctenochaetus binotatus,0.013868794,-28.98219486,0.199859936,-15.48604458,124.1028911,0.010804255,1.065838532,1877.280774,1894.357159,,37.62202494,tropical,Vertebrate,Actinopterygii,53,22,non-endemic,Least Concern,Not applicable,7/05/2010,increasing,Least Concern
Ctenochaetus striatus,0.020062977,-40.60420214,0.025848821,5.891794323,137.9015331,0.008967893,1.577045743,1336.675446,1353.085681,*,58.71931267,tropical,Vertebrate,Actinopterygii,30,26,non-endemic,Least Concern,Not applicable,7/05/2010,increasing,Least Concern
Dascyllus aruanus,-0.009615506,19.27240005,0.088855909,-37.85302361,3.340336332,0.005634029,1.964273504,975.4249143,991.0681009,,-19.86081207,tropical,Vertebrate,Actinopterygii,20,10,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Near Threatened
Dascyllus reticulatus,0.048678822,-98.17142828,1.46E-11,123.1922732,321.5967858,0.00704651,2.602096809,1814.54829,1831.831363,***,206.7525794,tropical,Vertebrate,Actinopterygii,50,9,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Dascyllus trimaculatus,0.052598757,-106.5658146,6.64E-26,171.3766251,315.3389982,0.004715145,2.586655366,2492.531056,2509.561727,***,235.7280084,tropical,Vertebrate,Actinopterygii,55,11,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Diagramma pictum,-0.024378877,47.42927569,2.16E-04,-57.4811215,-23.46842385,0.006511825,0.266885981,690.4053175,705.5651582,***,-42.95583476,tropical,Vertebrate,Actinopterygii,88,90,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Dischistodus prosopotaenia,0.043964916,-89.32319434,5.64E-04,56.63962264,383.5002341,0.012487348,1.065824005,528.8864146,541.658242,***,175.2004619,tropical,Vertebrate,Actinopterygii,12,17,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Enneapterygius atrogulare,0.015071,-30.93436762,0.101482188,-6.541087473,114.1900407,0.009188397,3.30350048,2473.963068,2491.603768,,41.48486943,temperate (warm),Vertebrate,Actinopterygii,5,5,non-endemic,Least Concern,Not applicable,3/05/2010,increasing,Least Concern
Enneapterygius rufopileus,0.021045398,-42.17578297,0.015248181,9.908603365,139.8149563,0.008644153,10.04597559,2320.401555,2337.508129,*,62.35062954,temperate (warm),Vertebrate,Actinopterygii,6,3.6,non-endemic,Least Concern,Not applicable,3/05/2010,increasing,Least Concern
Epibulus insidiator,0.005641228,-12.46337244,0.275267863,-9.787839902,43.73399065,0.005160666,0.321149489,448.4183896,463.5041541,,13.87077666,tropical,Vertebrate,Actinopterygii,42,54,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Epinephelus fasciatus,0.00321457,-7.4742873,0.620984314,-19.67448692,44.35701534,0.006494619,0.757137821,708.1074674,723.0666391,,7.682641703,tropical,Vertebrate,Actinopterygii,160,40,non-endemic,Least Concern,Not applicable,21/11/2016,increasing,Least Concern
Eviota hoesei,0.095108609,-191.5559248,4.58E-24,502.2190116,1225.615945,0.00874157,7.513689335,1517.808561,1533.579759,***,793.482582,temperate (warm),Vertebrate,Actinopterygii,25,2.1,non-endemic,Least Concern,Not applicable,31/05/2023,increasing,Least Concern
Eviota prasites,0.036784282,-74.70722308,0.005692374,29.24405419,320.9931873,0.013083518,0.671573216,250.1381628,261.9895413,**,133.2613691,tropical,Vertebrate,Actinopterygii,30,3.5,non-endemic,Least Concern,Not applicable,9/03/2015,increasing,Least Concern
Eviota teresae,0.072076667,-145.5362312,1.00E-16,261.8091523,663.9304023,0.008280107,1.40782009,978.1573552,994.3373764,***,425.7347347,tropical,Vertebrate,Actinopterygii,26,3.2,non-endemic,Least Concern,Not applicable,31/05/2023,increasing,Least Concern
Fistularia commersonii,0.014359969,-30.70368264,3.15E-06,21.21507675,59.82427338,0.003063477,0.284589537,1793.717445,1813.372394,***,39.18732545,temperate (warm),Vertebrate,Actinopterygii,132,160,non-endemic,Least Concern,Not applicable,21/01/2016,increasing,Least Concern
Forcipiger flavissimus,-0.008395275,15.82631552,0.041276783,-31.48445233,-0.847114093,0.004094877,0.220137064,337.730973,352.9273436,*,-17.57722232,tropical,Vertebrate,Actinopterygii,114,22,non-endemic,Least Concern,Not applicable,9/10/2009,declining,Near Threatened
Fusigobius duospilus,0.044838979,-91.00128914,2.75E-04,62.2463409,385.964635,0.012154044,1.149748242,616.1782756,630.390114,***,180.7952703,tropical,Vertebrate,Actinopterygii,42,6,non-endemic,Least Concern,Not applicable,13/03/2015,increasing,Least Concern
Fusigobius neophytus,0.038600785,-78.27312382,9.93E-07,71.80119035,244.3416333,0.007703289,1.193985742,600.8861556,615.3966401,***,143.2247982,tropical,Vertebrate,Actinopterygii,25,8,non-endemic,Least Concern,Not applicable,13/03/2015,increasing,Least Concern
Girella cyanea,0.002306982,-5.671945274,0.722033417,-21.28388806,41.27847754,0.006480027,1.146886891,1125.00402,1140.858337,,5.45564211,temperate (warm),Vertebrate,Actinopterygii,20,76,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Girella tricuspidata,-0.013116579,25.26396796,1.05E-04,-36.50539879,-13.91417847,0.003372379,1.827481804,5781.822489,5802.796541,***,-26.06770051,temperate (warm),Vertebrate,Actinopterygii,20,71,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Gnatholepis cauerensis,0.03110291,-62.95623429,2.14E-05,47.61037664,183.7535509,0.007240552,1.825461978,1281.290949,1297.910381,***,104.6581748,tropical,Vertebrate,Actinopterygii,50,9,non-endemic,Least Concern,Not applicable,15/08/2023,increasing,Least Concern
Gobiodon histrio,0.029341268,-59.58768416,0.003146511,26.23718654,205.941262,0.009807597,1.091131003,429.2084781,442.5586304,**,96.52268104,tropical,Vertebrate,Actinopterygii,15,3.5,non-endemic,Least Concern,Not applicable,15/09/2023,increasing,Least Concern
Gomphosus varius,-0.012466877,24.2192883,7.76E-05,-34.85671849,-13.54446092,0.003135853,0.516906208,1564.036267,1582.734513,***,-24.95336437,tropical,Vertebrate,Actinopterygii,30,30,non-endemic,Least Concern,Not applicable,12/05/2008,declining,Near Threatened
Goniistius vestitus,1.12E-04,-1.790384719,0.968636989,-11.84348442,14.02173895,0.00285039,0.342157915,1646.249059,1665.409448,,0.258462016,temperate (warm),Vertebrate,Actinopterygii,55,35,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Gymnothorax eurostus,0.01155538,-24.12036306,4.21E-05,15.01278332,48.03400246,0.002796362,0.462608369,522.6574073,539.7413611,***,30.48295922,temperate (warm),Vertebrate,Actinopterygii,74,60,non-endemic,Least Concern,Not applicable,17/08/2011,increasing,Least Concern
Gymnothorax prasinus,0.003080132,-7.090450253,0.092795462,-1.165430069,16.59871571,0.001831281,0.574265026,1970.499269,1991.652247,,7.349820316,temperate (warm),Vertebrate,Actinopterygii,20,97,non-endemic,Least Concern,Not applicable,18/08/2011,increasing,Least Concern
Halichoeres biocellatus,0.005545806,-12.13148156,0.547445823,-25.00008589,72.12951763,0.009204113,0.453224527,508.075817,522.129532,,13.62085653,tropical,Vertebrate,Actinopterygii,50,12,non-endemic,Least Concern,Not applicable,12/06/2008,increasing,Least Concern
Halichoeres hortulanus,0.005950521,-13.06005234,0.328698954,-12.85041642,50.91941189,0.00608378,0.378861929,721.7708839,737.6864269,,14.68462801,tropical,Vertebrate,Actinopterygii,30,27,non-endemic,Least Concern,Not applicable,12/04/2008,increasing,Least Concern
Halichoeres marginatus,0.008589271,-18.51102895,0.138016326,-6.096980144,58.16334986,0.005776287,0.321471401,498.1771907,513.5629458,,21.86884829,tropical,Vertebrate,Actinopterygii,30,18,non-endemic,Least Concern,Not applicable,25/03/2009,increasing,Least Concern
Halichoeres nebulosus,0.052252457,-106.2168188,1.95E-27,169.6595647,311.370658,0.004679103,1.335054931,3980.698792,4000.648753,***,233.0616048,tropical,Vertebrate,Actinopterygii,40,12,non-endemic,Least Concern,Not applicable,12/04/2008,increasing,Least Concern
Halichoeres trimaculatus,-0.00648213,12.1488996,0.406299529,-39.411943,22.45326691,0.007795637,0.673492492,1003.201854,1018.779465,,-13.86518988,tropical,Vertebrate,Actinopterygii,30,27,non-endemic,Least Concern,Not applicable,12/04/2008,declining,Least Concern
Hemigymnus fasciatus,-0.010119694,19.14524362,0.017337285,-34.57792646,-4.086041795,0.00423879,0.262393145,726.3900719,743.6370111,*,-20.78579656,tropical,Vertebrate,Actinopterygii,20,80,non-endemic,Least Concern,Not applicable,12/06/2008,declining,Near Threatened
Hemigymnus melapterus,-0.013092765,25.29190382,0.00362353,-39.56364614,-9.458756793,0.004478353,0.415267482,1023.103115,1040.291552,**,-26.02714949,tropical,Vertebrate,Actinopterygii,30,90,non-endemic,Least Concern,Not applicable,12/07/2008,declining,Near Threatened
Heniochus acuminatus,0.009834453,-21.49536441,0.037352088,1.405387684,55.10579383,0.004708428,0.263456024,743.9927546,760.1632859,*,25.41356847,tropical,Vertebrate,Actinopterygii,75,25,non-endemic,Least Concern,Not applicable,5/10/2009,increasing,Least Concern
Heniochus chrysostomus,-0.002942225,4.60088006,0.639862609,-29.60550902,24.05573149,0.006277619,0.186630795,200.9207958,214.0332544,,-6.550334021,tropical,Vertebrate,Actinopterygii,40,18,non-endemic,Least Concern,Not applicable,9/10/2009,declining,Least Concern
Heteroscarus acroptilus,0.005275356,-12.36303005,2.92E-07,7.803900951,18.26946946,0.001026503,0.249198907,4811.037172,4835.419567,***,12.91550014,temperate (warm),Vertebrate,Actinopterygii,20,40,non-endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Hipposcarus longiceps,-0.001883786,2.983631167,0.88427776,-46.5781946,71.63494299,0.012931032,1.250130367,1098.968715,1113.743644,,-4.244851186,tropical,Vertebrate,Actinopterygii,40,60,non-endemic,Least Concern,Not applicable,16/09/2009,declining,Least Concern
Hologymnosus annulatus,0.004226027,-9.891433775,0.371094793,-10.91111628,36.36314974,0.004716248,0.192551323,198.0732979,212.3160245,,10.21996548,tropical,Vertebrate,Actinopterygii,30,40,non-endemic,Least Concern,Not applicable,2/03/2009,increasing,Least Concern
Istigobius decoratus,0.031577849,-64.46692746,7.36E-06,51.22680537,183.0924003,0.006946542,0.900999369,864.9690422,880.7923917,***,106.9085772,tropical,Vertebrate,Actinopterygii,20,13,non-endemic,Least Concern,Not applicable,20/06/2017,increasing,Least Concern
Kyphosus bigibbus,-0.042025334,83.57704773,1.47E-08,-72.68194077,-47.15018542,0.007311196,1.619607496,2320.25044,2337.791217,***,-62.00323218,temperate (warm),Vertebrate,Actinopterygii,25,75,non-endemic,Least Concern,Not applicable,7/07/2014,declining,Endangered
Kyphosus sectatrix,0.026967023,-55.05378724,0.002061574,25.67968339,175.470685,0.0086943,2.457480142,1782.427711,1798.550452,**,86.06737615,temperate (warm),Vertebrate,Actinopterygii,30,76,non-endemic,Least Concern,Not applicable,24/08/2012,increasing,Least Concern
Kyphosus sydneyanus,0.016080693,-33.54745536,5.49E-07,25.33063152,67.32338384,0.003201574,1.328445402,8186.784167,8209.674877,***,44.8127942,temperate (warm),Vertebrate,Actinopterygii,30,86,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Labrichthys unilineatus,-0.01746352,34.40911427,6.27E-04,-46.7804007,-15.92671789,0.005066073,0.812395683,1182.027849,1198.464839,***,-33.10944472,tropical,Vertebrate,Actinopterygii,20,17.5,non-endemic,Least Concern,Not applicable,22/02/2009,declining,Vulnerable
Labroides bicolor,-0.00546482,9.590347985,0.17846605,-26.57134257,5.885872409,0.004055494,0.226188735,709.6951695,726.6795966,,-11.82371378,tropical,Vertebrate,Actinopterygii,40,15,non-endemic,Least Concern,Not applicable,18/02/2009,declining,Least Concern
Labroides dimidiatus,0.004376611,-9.803741992,0.025949906,1.222752935,20.85206647,0.001963708,0.51599276,4059.529901,4082.002905,*,10.60279773,tropical,Vertebrate,Actinopterygii,40,14,non-endemic,Least Concern,Not applicable,12/05/2008,increasing,Least Concern
Latropiscis purpurissatus,-0.004001839,6.401602894,0.035057931,-16.28385485,-0.653172027,0.001896585,0.23550124,1621.814803,1642.283625,*,-8.802777069,temperate (warm),Vertebrate,Actinopterygii,60,69,non-endemic,Least Concern,Not applicable,12/10/2018,declining,Least Concern
Lethrinus atkinsoni,0.045227776,-92.33359007,1.86E-07,94.19773381,313.3437465,0.008369215,0.467765985,407.2320058,420.7882927,***,183.3203467,tropical,Vertebrate,Actinopterygii,30,50,non-endemic,Least Concern,Not applicable,9/03/2015,increasing,Least Concern
Lethrinus nebulosus,0.00531959,-12.21144666,0.30991724,-10.75170838,43.15017433,0.005234585,0.575952692,1798.205907,1815.956913,,13.03056447,tropical,Vertebrate,Actinopterygii,75,87,non-endemic,Least Concern,Not applicable,15/07/2023,increasing,Least Concern
Limnichthys fasciatus,0.012404062,-25.52984861,0.225810578,-16.14799578,111.1386771,0.010231166,3.79372706,2820.203103,2838.098666,,33.05788682,temperate (warm),Vertebrate,Actinopterygii,30,5,non-endemic,Least Concern,Not applicable,12/03/2015,increasing,Least Concern
Lotella rhacina,0.01121803,-23.72856026,1.19E-20,22.72149195,36.59662628,0.00118674,0.451355111,1659.946517,1681.281223,***,29.47332456,temperate (warm),Vertebrate,Actinopterygii,90,50,non-endemic,Least Concern,Not applicable,11/04/2022,increasing,Least Concern
Lutjanus bohar,-0.001912441,2.475063101,0.792814467,-31.08441345,32.87207679,0.007273508,0.233788477,431.4394969,445.9499814,,-4.308009172,tropical,Vertebrate,Actinopterygii,180,90,non-endemic,Least Concern,Not applicable,4/03/2015,declining,Least Concern
Lutjanus carponotatus,0.017545817,-36.45634626,0.172683805,-15.97726553,167.0050772,0.012809488,0.496184112,426.6643851,439.3915193,,49.78149652,tropical,Vertebrate,Actinopterygii,80,40,non-endemic,Least Concern,Not applicable,28/06/2018,increasing,Least Concern
Lutjanus fulviflamma,0.013815086,-29.05639285,0.181361763,-13.67590881,118.8616634,0.010307273,0.56683232,629.6611396,643.8261938,,37.45193412,tropical,Vertebrate,Actinopterygii,35,35,non-endemic,Least Concern,Not applicable,4/03/2015,increasing,Least Concern
Macolor niger,-0.036698643,72.85597106,0.031089481,-79.89913101,-8.20642196,0.016826775,0.404028002,331.6347451,343.3437598,*,-57.04501559,tropical,Vertebrate,Actinopterygii,90,75,non-endemic,Least Concern,Not applicable,5/03/2015,declining,Endangered
Macropharyngodon meleagris,0.006914258,-15.26462204,0.08355046,-2.057566825,40.38291722,0.003988425,0.351587563,1089.486682,1107.05435,,17.25802526,tropical,Vertebrate,Actinopterygii,30,15,non-endemic,Least Concern,Not applicable,23/02/2009,increasing,Least Concern
Macropharyngodon negrosensis,0.018140469,-38.43166049,0.001338769,17.87819878,95.60317385,0.005610879,0.267550059,751.9451251,767.4895412,**,51.84646789,temperate (warm),Vertebrate,Actinopterygii,32,12,non-endemic,Least Concern,Not applicable,19/02/2009,increasing,Least Concern
Meuschenia scaber,-0.004785797,7.607455259,0.111372595,-21.7771302,2.553461543,0.003000478,0.173820701,716.4648571,733.1766336,,-10.43423606,temperate (cool),Vertebrate,Actinopterygii,200,31,non-endemic,Least Concern,Not applicable,17/07/2017,declining,Least Concern
Microcanthus joyceae,-0.014754735,28.3953253,0.002310772,-42.74924538,-11.46314642,0.004830264,1.195302345,3639.549732,3659.372103,**,-28.80448273,temperate (warm),Vertebrate,Actinopterygii,30,11.2,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Monacanthus chinensis,-0.018907023,36.45898636,1.90E-07,-44.90409185,-24.01284498,0.003561822,0.305708148,748.6785432,764.6444014,***,-35.29620325,temperate (warm),Vertebrate,Actinopterygii,50,38,non-endemic,Least Concern,Not applicable,2/03/2015,declining,Vulnerable
