species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,thirtyyear_change,fourteenyear_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,new
Plotosus lineatus,0.00839130572221071,-16.88989848960518,0.05257652904054946,-0.1626565214180701,47.41208804366235,0.004317428346637053,0.43800049679447983,806.7851866260805,823.6114903329802,,21.314596264877366,85.57598873128701,NA,tropical,Vertebrate,Actinopterygii,15,35,non-endemic,Least Concern,Not applicable,18/08/2023,increasing,Least Concern
Pomacanthus semicirculatus,-0.016477950767338392,31.833811419744098,8.913860341808345e-4,-45.093656160238865,-14.725641845829394,0.004877536916865051,0.27008135425292684,120.65024740589246,134.00039972469773,***,-31.574104101386386,-70.30347889639003,NA,tropical,Vertebrate,Actinopterygii,30,40,non-endemic,Least Concern,Not applicable,8/10/2009,declining,Vulnerable
Pomacanthus sexstriatus,0.007970801043850754,-17.455746375078533,0.2031330874905808,-9.29717469002525,59.14580881019721,0.006229052995625815,0.26067128781102017,85.40458605482176,97.25596457586138,,20.145638686246937,79.9142792730141,NA,tropical,Vertebrate,Actinopterygii,50,46,non-endemic,Least Concern,Not applicable,8/10/2009,increasing,Least Concern
Pomacentrus bankanensis,0.015479042240621787,-32.292874932784805,0.036538816680849295,2.51393276786052,98.97474189824509,0.007347457848988954,0.42520174938518795,305.69239553914076,318.9254663287456,*,42.82045831553367,212.84509608036763,NA,tropical,Vertebrate,Actinopterygii,12,9,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Pomacentrus coelestis,5.593849383824929e-4,-1.9320802834474518,0.7963443785679966,-8.141365404029086,11.703739721452653,0.0021670736821630403,0.4381683947625713,2498.582321441329,2520.0227373332855,,1.2963622746461634,4.207821766511842,NA,tropical,Vertebrate,Actinopterygii,20,9,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Pomacentrus moluccensis,-0.0027340180490688665,6.02017947281763,0.6426578891099767,-28.001648614217423,22.46079850510368,0.005884662592000678,0.3746622259546113,395.6499453783341,409.99894001193513,,-6.101248135271058,-18.245546000486375,NA,tropical,Vertebrate,Actinopterygii,14,9,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Near Threatened
Pomacentrus vaiuli,-0.00990645214328406,20.067321777417472,0.1389292016878811,-41.08374942417698,7.556300673208169,0.006668509166731146,0.35432705837806205,306.4648602562158,320.42061116084255,,-20.395892307800825,-51.805938067726906,NA,tropical,Vertebrate,Actinopterygii,45,10,non-endemic,Least Concern,Not applicable,4/10/2021,declining,Near Threatened
Prionurus maculatus,0.00419065772293408,-9.507740370578322,0.2463825152641877,-6.436619950160882,29.630516611798257,0.0036123456931616473,0.5378261142292272,1521.3059147383472,1540.1088391765384,,10.130237863207283,36.17614861424374,NA,temperate (warm),Vertebrate,Actinopterygii,20,45,non-endemic,Least Concern,Not applicable,7/05/2010,increasing,Least Concern
Prionurus microlepidotus,4.111159388136991e-4,-1.9497170067701015,0.8755333205568036,-10.323300669489232,13.643003603445559,0.002624106600701376,0.4903518841078699,2050.962852503181,2071.38271429626,,0.9511241401618772,3.075561680467076,NA,temperate (warm),Vertebrate,Actinopterygii,38,70,non-endemic,Least Concern,Not applicable,7/05/2010,increasing,Least Concern
Psammoperca waigiensis,0.010946268577099166,-23.47162958864612,6.883051387340991e-4,11.359487261102782,48.661376216008016,0.003200847752399065,0.3396784334116323,416.9330623376947,433.23444646204945,***,28.665669978222063,124.01680271746133,NA,temperate (warm),Vertebrate,Actinopterygii,14,47,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pseudanthias squamipinnis,0.00907191611506638,-19.452793882384515,0.0028504157889606046,7.516655158040031,41.24158329163999,0.003022678814234286,0.3288519564535046,472.8133371677329,489.3382431256655,**,23.230769715777445,95.11978810889674,NA,tropical,Vertebrate,Actinopterygii,55,15,non-endemic,Least Concern,Not applicable,12/03/2015,increasing,Least Concern
Pseudocaranx dentex,-0.007514248217001432,14.0129302537747,4.674416643670818e-8,-20.920196320960926,-10.535764895282238,0.0013669605953869528,0.3564331364507218,1433.3309670760627,1454.1326666478426,***,-15.888085574180453,-42.516386979185874,NA,tropical,Vertebrate,Actinopterygii,238,122,non-endemic,Least Concern,Not applicable,10/05/2013,declining,Near Threatened
Pseudocaranx georgianus,0.009541021499933673,-20.296065047743685,3.061156825917552e-11,16.7946243860059,32.86101798388587,0.0014279528049017758,0.40093040111007616,2746.3575887414054,2769.0018142708527,***,24.569067954169036,101.98200920110128,NA,temperate (warm),Vertebrate,Actinopterygii,120,55,non-endemic,Least Concern,Not applicable,19/07/2017,increasing,Least Concern
Pseudocheilinus hexataenia,0.004457124372919526,-10.311466479195593,0.13988320188498224,-3.2680860002641023,26.932462760134563,0.0030103340217916045,0.24640481558232258,148.82249099897913,163.7298819893279,,10.808032522412242,38.87624966770687,NA,tropical,Vertebrate,Actinopterygii,35,10,non-endemic,Least Concern,Not applicable,3/03/2009,increasing,Least Concern
Pseudochromis fuscus,0.022280427675003593,-45.640717973009494,0.004312905199633635,17.936950596307057,136.5694494229352,0.007712099996166308,0.4088145000765846,326.4078168921525,340.03650397799294,**,67.03376745193849,416.38507996095007,NA,tropical,Vertebrate,Actinopterygii,30,10,non-endemic,Least Concern,Not applicable,10/03/2015,increasing,Least Concern
Pseudolabrus luculentus,5.765107127141569e-4,-2.0371804362237156,0.670568538109265,-4.674685078539987,7.72635503134602,0.0013549666540635505,0.25850153336340687,805.7534687751972,826.2513818251709,,1.3363149058820143,4.339401875935247,NA,temperate (warm),Vertebrate,Actinopterygii,50,25,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Pseudophycis bachus,-0.00517128278268042,8.665736091002369,4.137122220438094e-4,-16.883091051299076,-5.183272819097421,0.0014590976473758963,0.3904300642064048,1091.9651619870192,1111.4328951248667,***,-11.225717237992413,-31.6845472413956,NA,temperate (cool),Vertebrate,Actinopterygii,375,90,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Ptereleotris evides,0.004803950198530746,-10.755929498243793,0.08734433885989874,-1.5818939548721596,26.766354358026568,0.0028043626918375407,0.32861037417813466,518.8838848868469,536.0278772648824,,11.696483857651096,42.47097826319578,NA,tropical,Vertebrate,Actinopterygii,30,14,non-endemic,Least Concern,Not applicable,12/03/2015,increasing,Least Concern
Ptereleotris monoptera,0.007279649847595707,-15.776801156156672,0.016341494978664092,3.2109146885353725,35.47756118030377,0.0030138753576853033,0.2912778525390635,234.70692725162434,249.67894000286228,*,18.248733647304014,70.98137100371824,NA,tropical,Vertebrate,Actinopterygii,50,12,non-endemic,Least Concern,Not applicable,12/03/2015,increasing,Least Concern
Pterocaesio digramma,0.0059127060941706324,-12.477858719005848,0.357971500172266,-14.22648302596465,53.073814281610666,0.006417150728363339,0.4375308388473175,374.32448837022974,387.98888997904743,,14.584813162844886,54.59896959581393,NA,tropical,Vertebrate,Actinopterygii,50,30,non-endemic,Least Concern,Not applicable,6/03/2015,increasing,Least Concern
Pterois volitans,-0.004390362885455092,7.378742706200422,0.08554948658027875,-19.430659600248546,1.3964929468502358,0.0025473204271458396,0.27607004593137463,263.69409838217746,280.1043327606318,,-9.614998171290754,-27.63836224248246,NA,temperate (warm),Vertebrate,Actinopterygii,55,38,non-endemic,Least Concern,Not applicable,3/03/2015,declining,Near Threatened
Pycnochromis margaritifer,0.014117375303328107,-29.586051574370035,9.631028548157796e-5,17.75855993409295,62.68781262858386,0.0035807426838040486,0.33980785389015455,465.19675147767117,481.3386772077702,***,38.41200285368717,182.98017427072446,NA,tropical,Vertebrate,Actinopterygii,26,9,non-endemic,Least Concern,Not applicable,3/02/2021,increasing,Least Concern
Pycnochromis vanderbilti,0.011580801494203308,-24.550516750532175,0.0012703994760690006,11.24340818684574,53.22927400683862,0.0035477044234733203,0.2830506962396262,199.62261941724142,213.74033576728712,**,30.55936073111284,134.73921494890666,NA,tropical,Vertebrate,Actinopterygii,20,6,non-endemic,Least Concern,Not applicable,3/02/2021,increasing,Least Concern
Rhabdosargus sarba,0.009235873417324484,-19.640015300071262,0.0013856971218063271,8.621648451369712,40.86434459539808,0.002879764384542869,0.4847232502495737,1652.4570603792745,1672.0840794938688,**,23.69687675108883,97.49129125083002,NA,temperate (warm),Vertebrate,Actinopterygii,20,80,non-endemic,Least Concern,Not applicable,2/12/2009,increasing,Least Concern
Salarias fasciatus,0.027702212874075493,-56.75599788355055,3.7366866990491535e-4,34.157473543970426,166.94966884662986,0.007622959344455277,0.38635133739904864,243.76868244936176,256.7356705096003,***,89.24400422698888,669.9646948908961,NA,tropical,Vertebrate,Actinopterygii,8.6,14,non-endemic,Least Concern,Not applicable,27/03/2009,increasing,Least Concern
Sargocentron rubrum,0.009192628703704624,-19.86729759811259,0.13380279175643062,-6.133928423695561,62.68365895090666,0.006092848927423043,0.2969532789643079,130.20674208561974,142.16847243273466,,23.573767343158362,96.86300882760501,NA,tropical,Vertebrate,Actinopterygii,84,32,non-endemic,Least Concern,Not applicable,4/03/2015,increasing,Least Concern
Saurida nebulosa,0.012873654894798874,-26.94813552858163,0.0012854858036552249,12.597745823436535,60.673184640792535,0.003939197526753406,0.27423309312140537,129.64457864059008,143.07092373927813,**,34.50441778925403,158.20042728912682,NA,tropical,Vertebrate,Actinopterygii,6,16.5,non-endemic,Least Concern,Not applicable,2/03/2015,increasing,Least Concern
Scarus altipinnis,0.009566290528199918,-20.690213187021886,0.008119837186520427,6.007804319086332,46.550724995684696,0.0035880795022101898,0.3219051967060678,268.9063993895463,283.89121215170695,**,24.641568419861045,102.35842796431534,NA,tropical,Vertebrate,Actinopterygii,50,60,non-endemic,Least Concern,Not applicable,17/09/2009,increasing,Least Concern
Scarus chameleon,0.00495923960036077,-11.11689267455507,0.1215015526261211,-2.9660059264746086,29.497350831259755,0.00319743059044371,0.35936833647556626,690.4889972433948,708.0162613130192,,12.09658858813521,44.110514009851585,NA,tropical,Vertebrate,Actinopterygii,30,31,non-endemic,Least Concern,Not applicable,17/09/2009,increasing,Least Concern
Scarus frenatus,-0.0013340434909847865,1.5660974755393031,0.7142646333633931,-17.72002431098221,14.294406151124276,0.003641159273837119,0.3698743538198781,590.2687692452223,606.9805457014247,,-3.025049834994873,-9.361938561808794,NA,tropical,Vertebrate,Actinopterygii,20,47,non-endemic,Least Concern,Not applicable,17/09/2009,declining,Near Threatened
Scarus ghobban,0.01243038356615765,-26.18592629944986,4.203105730555914e-7,19.257613478018378,48.635160731004,0.0024397244959462935,0.3960951441891408,1364.3526872220698,1384.1290360549879,***,33.13855394926367,149.9034628721574,NA,tropical,Vertebrate,Actinopterygii,36,90,non-endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Scarus oviceps,0.00523748910924608,-12.040020102425464,0.24395949027662978,-7.825601432560779,38.082763339078504,0.0044778669018122755,0.24326791845027698,65.54513588660113,78.20427978229519,,12.817089411620627,47.095589641264226,NA,tropical,Vertebrate,Actinopterygii,15,35,non-endemic,Least Concern,Not applicable,5/02/2009,increasing,Least Concern
Scarus prasiognathos,0.02677335736303185,-54.627465363227856,0.0024604510029115714,24.91422453015885,174.6978441483893,0.008730858259338432,0.5115398413492495,392.7188101574263,406.2933203428357,**,85.23948872177229,619.0307033789206,NA,tropical,Vertebrate,Actinopterygii,70,22,non-endemic,Least Concern,Not applicable,5/02/2009,increasing,Least Concern
Scarus psittacus,0.0024532476701611627,-6.438982696694003,0.3876588161606993,-6.8984492173581256,20.256355617283607,0.0028355399436592026,0.2549452404738876,154.39905784825353,169.49726403043115,,5.811403919605997,19.81299526441516,NA,tropical,Vertebrate,Actinopterygii,25,30,non-endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Scarus rivulatus,0.02983815843574568,-60.89787910501122,9.944977718169438e-10,60.30365873730447,146.50159514528497,0.004767340133821881,0.4707965523805238,787.5154770378683,804.0142106014451,***,98.78407276834567,801.1997652909276,NA,tropical,Vertebrate,Actinopterygii,30,40,non-endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Scarus schlegeli,0.03135131581562436,-64.0611146878102,6.304237720834698e-12,68.41967288466653,151.55531444090073,0.004444996915184188,0.447121523305015,854.9675919929007,872.0591000190853,***,105.83212521503371,907.4931594377738,NA,tropical,Vertebrate,Actinopterygii,50,40,non-endemic,Least Concern,Not applicable,5/02/2009,increasing,Least Concern
Scolopsis bilineata,4.546862926289614e-4,-1.4489201280445088,0.8766674883510339,-11.453640585616405,15.324881223305356,0.002927408539819041,0.24298294882745575,232.40624302664426,248.00583244097422,,1.0524536180092807,3.4070053861270537,NA,tropical,Vertebrate,Actinopterygii,25,23,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Scomber australasicus,9.992401027516813e-4,-2.638056360260229,0.72465828087404,-9.95794560635699,16.28920640904311,0.002834082982623875,0.33391714608243134,332.28481587092455,347.2951064262271,,2.3275087592608017,7.640494263214132,NA,tropical,Vertebrate,Actinopterygii,300,40,non-endemic,Least Concern,Not applicable,15/08/2022,increasing,Least Concern
Scorpaena cardinalis,0.001311145498798368,-3.6170789020659364,0.7642013643985822,-15.371477858470131,25.51804117668536,0.004367156680333575,0.44732207331943463,503.43430719993694,518.8316063197244,,3.0650587099361974,10.142937772856673,NA,temperate (warm),Vertebrate,Actinopterygii,154,47,non-endemic,Least Concern,Not applicable,4/03/2015,increasing,Least Concern
Scorpaena papillosa,-0.0033127113577146846,5.761825414214142,0.005907887226891071,-12.236094310349657,-2.1795107145907586,0.0012019070012698157,0.38628849415519817,2135.7534442359824,2157.8624679134778,**,-7.344141058645806,-21.658255781133857,NA,temperate (cool),Vertebrate,Actinopterygii,130,36,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Scorpaenodes evides,-0.0030249587579733706,5.0835346455842085,0.43266705698607444,-21.605790318461334,10.97287527849809,0.0038503986202575212,0.33796657770569255,351.4285281547848,366.894400382518,,-6.728188322806476,-19.979489120121404,NA,temperate (warm),Vertebrate,Actinopterygii,40,12.5,non-endemic,Least Concern,Not applicable,4/03/2015,declining,Near Threatened
Scorpis lineolata,0.014209130024226661,-29.187549270256213,1.1581373364345215e-18,29.05098885839208,49.08064524869087,0.00159849690085242,0.5516749367949018,5110.175213293631,5133.702963250719,***,38.70473924488256,184.89981076565851,NA,temperate (warm),Vertebrate,Actinopterygii,30,37,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Seriola hippos,0.0025599646653088775,-6.855514919347425,0.20891756839065445,-3.2287583821890293,16.266066584656265,0.00203337069922859,0.20892334138134291,3.782468406904087,19.293411534022642,,6.07172866233617,20.75882240388658,NA,temperate (warm),Vertebrate,Actinopterygii,100,150,non-endemic,Least Concern,Not applicable,9/03/2015,increasing,Least Concern
Siganus argenteus,-0.00786798131357765,14.998459199318393,0.23125575963964248,-37.90461540036831,12.09366071078881,0.006544041960082609,0.30052757779319395,163.04181622765327,175.5137914773203,,-16.570395104513064,-43.99528416768565,NA,tropical,Vertebrate,Actinopterygii,40,40,non-endemic,Least Concern,Not applicable,10/03/2015,declining,Near Threatened
Siganus fuscescens,0.007717782072994284,-16.49500900731354,0.012488608503115506,3.936802922825649,37.27336748341615,0.0030821212702633527,0.42121688945626384,1159.2555155803861,1178.0238505504126,*,19.447707984190508,76.59118722477062,NA,tropical,Vertebrate,Actinopterygii,50,40,non-endemic,Least Concern,Not applicable,10/03/2015,increasing,Least Concern
Siganus virgatus,0.033712032234510574,-69.12867807120098,3.3664174787737596e-5,52.41181335659357,209.90031269708533,0.007862475704850354,0.3594971232092078,200.24057559101755,212.5661930509554,***,117.33032144166486,1098.9057180011205,NA,tropical,Vertebrate,Actinopterygii,20,30,non-endemic,Least Concern,Not applicable,18/07/2017,increasing,Least Concern
Sphyraena obtusata,0.006944911789781125,-15.029061160632084,0.05031972120628225,0.034910797037145,37.64062835537299,0.0035356531670102604,0.2978952282254758,312.24529675023405,327.9101050006638,,17.340819749897022,66.81579796931008,NA,temperate (warm),Vertebrate,Actinopterygii,120,55,non-endemic,Least Concern,Not applicable,14/08/2024,increasing,Least Concern
Stanulus talboti,0.04889595355910717,-98.93667012499048,4.152889965196386e-14,133.79706041885368,306.5182289039747,0.006128709004712956,0.5897830146581592,632.4629415033596,647.3178727253971,***,208.29006945476664,3570.0376018133147,NA,temperate (warm),Vertebrate,Actinopterygii,15,5,non-endemic,Least Concern,Not applicable,28/03/2009,increasing,Least Concern
Stegastes gascoynei,0.004877234790992198,-10.050389910138874,0.05613741924251009,-0.2674317303542283,25.518486204936046,0.0025477684976477335,0.30782152796890877,544.4551941637199,561.8657117489981,,11.885124098497888,43.24237506071802,NA,temperate (warm),Vertebrate,Actinopterygii,30,15,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Stegastes lacrymatus,0.0012466860379602765,-2.8465806735676966,0.8373707786575115,-21.742001484269334,35.333397363030556,0.006068383138261428,0.4176464799091042,557.7529566859138,573.0921996341642,,2.912199519614491,9.621048886773007,NA,tropical,Vertebrate,Actinopterygii,40,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Stegastes nigricans,-0.015374442159086087,30.64068149417377,0.08662689313517816,-53.07638638930998,4.983175938118458,0.00892180314660078,0.4524509900630315,352.9737848172611,366.246264792638,,-29.813177993704837,-67.78798809639966,NA,tropical,Vertebrate,Actinopterygii,12,14,non-endemic,Least Concern,Not applicable,4/10/2021,declining,Near Threatened
Stegastes obreptus,0.020067572776333132,-41.487507567072605,6.847764176933679e-12,39.39491162755405,80.76091650513732,0.0028790736632489846,0.41215926602900455,1172.1615969295096,1191.0182790491476,***,58.736107996729245,338.6946406504001,NA,tropical,Vertebrate,Actinopterygii,10,12,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Stethojulis bandanensis,0.0025142043930420784,-6.173354734244496,0.15016803254042208,-2.0695241664347077,14.647931406981204,0.0017461636795043343,0.33060561271081496,1313.5027613962338,1334.2835106769487,,5.960023008772623,20.352340536134676,NA,tropical,Vertebrate,Actinopterygii,30,15,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Stethojulis interrupta,0.01217751005389166,-25.66490290781245,7.915177841576412e-7,18.48930357237984,47.86692931899399,0.0024539202773633615,0.45451623092203464,1977.1006884358787,1997.839205046748,***,32.365590227951266,145.29027026045853,NA,temperate (warm),Vertebrate,Actinopterygii,21,13,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Stethojulis strigiventer,0.004720448032698146,-10.64493384615622,0.02128188301876958,1.6525026062768486,22.26182819382072,0.0020452623385962066,0.2898426447216651,590.9613816600688,609.6545735311395,*,11.481930415294126,41.597092903038416,NA,tropical,Vertebrate,Actinopterygii,15,15,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Sufflamen chrysopterum,0.004127679110273419,-9.63245213572931,0.09056543810588302,-1.4673503711030556,22.73641128295947,0.002433546227112305,0.2501849078149111,242.6401131554292,259.45025522418086,,9.970649764616693,35.545695875816435,NA,tropical,Vertebrate,Actinopterygii,30,30,non-endemic,Least Concern,Not applicable,17/01/2022,increasing,Least Concern
Sufflamen fraenatum,-0.0067726619671475,12.269294695862726,0.02183567066669767,-25.066193833697696,-2.3057578932949707,0.002938604392471811,0.29384514398457895,244.94091806639835,260.3382171861858,*,-14.439486902031653,-39.28796124433996,NA,temperate (warm),Vertebrate,Actinopterygii,186,38,non-endemic,Least Concern,Not applicable,4/02/2009,declining,Near Threatened
Synodus dermatogenys,0.0017018226937807923,-4.689632933191037,0.5401541902042044,-8.248477271999475,17.87539830589734,0.002775813573024792,0.28690224577840245,318.02961368024467,334.54581452048683,,3.9963811232663966,13.35960558785731,NA,tropical,Vertebrate,Actinopterygii,97,24,non-endemic,Least Concern,Not applicable,2/03/2015,increasing,Least Concern
Synodus jaculum,0.003047619216843963,-7.418565456684956,0.10222345620887235,-1.3511067814856588,16.643399188944784,0.001856359370060339,0.14938490262111506,-103.37666627249683,-89.80215608708738,,7.269484156654299,25.176791299931633,NA,tropical,Vertebrate,Actinopterygii,100,20,non-endemic,Least Concern,Not applicable,2/03/2015,increasing,Least Concern
Synodus variegatus,0.0068768614487852205,-15.114663114369264,0.0013306789110621177,6.387816330852557,29.01652319794587,0.0021366065893255255,0.35667534909981097,1126.2175844106378,1146.0703443541188,**,17.157100397834864,65.98145463711124,NA,tropical,Vertebrate,Actinopterygii,121,40,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Thalassoma amblycephalum,0.01718616939606329,-35.558899187882425,2.552196289104876e-8,29.427676947620927,70.48894828059417,0.003052838633255144,0.45299046091860756,1319.6100919927135,1338.4909726132546,***,48.54625044476839,254.77860413955636,NA,tropical,Vertebrate,Actinopterygii,15,16,non-endemic,Least Concern,Not applicable,4/03/2009,increasing,Least Concern
Thalassoma hardwicke,-0.006015925738689797,11.106151576151206,0.10507881723702182,-26.334586246482438,2.9005871256803215,0.003702981825553163,0.3687125072770595,530.8367037847581,547.0450604604558,,-12.935573704910203,-35.80660034226399,NA,tropical,Vertebrate,Actinopterygii,15,20,non-endemic,Least Concern,Not applicable,12/06/2008,declining,Near Threatened
Thalassoma lunare,0.008840468205566294,-18.630114742194372,7.767254213322235e-8,13.83625942256331,31.986267494052413,0.0016390130432000624,0.3881132611767108,2767.8040892339495,2790.341438176463,***,22.57578466674624,91.82048404984045,NA,tropical,Vertebrate,Actinopterygii,20,25,non-endemic,Least Concern,Not applicable,12/06/2008,increasing,Least Concern
Thalassoma lutescens,0.011988578409075096,-24.730949335604674,8.603268955560451e-10,20.734354550348435,43.86021448949556,0.001941613197455542,0.3887465298927789,2100.1197362433686,2121.590570532866,***,31.791009336236336,141.8992428933144,NA,tropical,Vertebrate,Actinopterygii,30,30,non-endemic,Least Concern,Not applicable,6/03/2009,increasing,Least Concern
Thalassoma nigrofasciatum,0.003488858728667119,-8.332002307641481,0.3642859348468346,-8.881070087339294,28.87496601414942,0.003840885703519715,0.39061501577794505,513.4383741546669,529.5418380499682,,8.364888205265842,29.313384718863546,NA,tropical,Vertebrate,Actinopterygii,15,20,non-endemic,Least Concern,Not applicable,9/03/2009,increasing,Least Concern
Thalassoma purpureum,-0.006486153147088793,11.707036013469594,0.04371490340162419,-25.47272211194048,-0.46824126426757656,0.0032053246962099324,0.35936618936743214,442.4224497906363,458.52591368593755,*,-13.873168861351765,-37.992660289090146,NA,temperate (warm),Vertebrate,Actinopterygii,20,46,non-endemic,Least Concern,Not applicable,7/03/2009,declining,Near Threatened
Thalassoma quinquevittatum,4.0225653337270443e-4,-2.1614244684243973,0.8959818544752962,-12.137699974774735,15.942473897082406,0.0030725053081616144,0.22480318313178452,60.22294989469124,73.51498981124487,,0.930532680712093,3.008297444826748,NA,tropical,Vertebrate,Actinopterygii,40,17,non-endemic,Least Concern,Not applicable,9/03/2009,increasing,Least Concern
Thalassoma trilobatum,0.0022528176783187734,-6.085142840978984,0.400307155557439,-6.644865160121968,18.827823642173016,0.00267300657703534,0.22057349287353,45.74894796685803,59.535897453523276,,5.324201866637755,18.056571242905285,NA,tropical,Vertebrate,Actinopterygii,10,30,non-endemic,Not Evaluated,Not applicable,7/03/2009,increasing,Least Concern
Trachurus declivis,0.0019546475754956293,-4.495218214391761,0.3254348948976221,-4.36502657915276,14.413220427295546,0.001986247428977125,0.454524661778672,1030.3758333874403,1048.4993438983438,,4.603562532821751,15.491154407046414,NA,temperate (cool),Vertebrate,Actinopterygii,500,64,non-endemic,Least Concern,Not applicable,19/07/2017,increasing,Least Concern
Trachurus novaezelandiae,0.006278834741010281,-12.383823647578874,0.07320322820899815,-1.3380676701856542,35.3402822290754,0.0035020403908835223,0.8192177771255987,3957.7910065498213,3978.9928978068924,,15.554895036009277,58.8264071430426,NA,temperate (warm),Vertebrate,Actinopterygii,500,50,non-endemic,Least Concern,Not applicable,17/07/2017,increasing,Least Concern
Trachypoma macracanthus,0.01567066884644231,-32.29176589716211,1.1344220732532076e-4,19.638706928821875,72.00523561139678,0.004022266664825588,0.454238856487771,727.3564049278889,744.0264708914423,***,43.45202673205723,217.29366639253854,NA,temperate (warm),Vertebrate,Actinopterygii,45,22,non-endemic,Least Concern,Not applicable,13/03/2015,increasing,Least Concern
Valenciennea strigata,0.004461383515708439,-10.21749755210647,0.14812459548314966,-3.534237432642673,27.3076403446895,0.0030735581805368117,0.25296208546981724,123.91514042128472,137.71929423554752,,10.818900041921047,38.91983937926178,NA,tropical,Vertebrate,Actinopterygii,25,18,non-endemic,Least Concern,Not applicable,20/06/2017,increasing,Least Concern
Zanclus cornutus,0.004293600184816266,-10.101438429446315,0.011959652764372096,2.213810460201714,19.22365313040447,0.001705461086244737,0.30312350081094536,860.219541935149,880.4922299367012,*,10.391593354947316,37.212982983547995,NA,tropical,Vertebrate,Actinopterygii,182,23,non-endemic,Least Concern,Not applicable,10/03/2015,increasing,Least Concern
Zebrasoma scopas,-0.007542554763104799,14.222446531704305,0.07017546070144404,-30.30206140753262,1.3745574413122983,0.00415081703281459,0.3407364078181777,410.04869206360877,425.49183695747223,,-15.942890369801896,-42.63615580147917,NA,tropical,Vertebrate,Actinopterygii,60,40,non-endemic,Least Concern,Not applicable,7/05/2010,declining,Near Threatened
Zebrasoma velifer,-0.009158091507206173,17.130836604415393,0.09422778642219044,-36.658633618756184,3.5501523626988813,0.005445592784388595,0.3182650763232697,197.60489897879876,211.21560850628788,,-19.01229636766251,-49.07382339674037,NA,tropical,Vertebrate,Actinopterygii,40,45,non-endemic,Least Concern,Not applicable,7/05/2010,declining,Near Threatened
